Policy_Area,Dataset,Variable,Year,Count,Tract,tractnumber,Neighborhood,GEOID,Row_ID,Date,Location,Los Angeles Incorporated Cities,DPW_CITY_BOUNDARIES_from_dmu2_xaer,la_county_tracts_from_jczq_z5ui,City Boundaries_from_22pk_kkuz,LA Neighborhoods_from_5ikr_59ci,layer_0_from_yr99_sgmi,layer_0_from_mgnu_zr5s,New Neighborhoods_from_s3dq_ztay,Neighborhoods_from_5jp5_kw3x,Neighborhoods_from_gw34_aa8i
Housing & Real Estate,Homelessness,Total Homeless Population,2018,7,"Census Tract 1233.03, Los Angeles County, California",123303,Valley Glen,1400000US06037123303,Total_Homeless_Population_2018_1400000US06037123303,01/01/2018 12:00:00 AM,"(34.1975515, -118.411425)",76,305,772,76,237,159,144,147,136,136
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1892.01, Los Angeles County, California",189201,Los Feliz,1400000US06037189201,Sheltered_Population_2017_1400000US06037189201,01/01/2017 12:00:00 AM,"(34.103583, -118.296163)",76,305,423,76,140,228,229,224,221,221
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1242.04, Los Angeles County, California",124204,North Hollywood,1400000US06037124204,Sheltered_Population_2018_1400000US06037124204,01/01/2018 12:00:00 AM,"(34.1739735, -118.3746565)",76,305,1784,76,160,114,112,115,114,112
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1154.04, Los Angeles County, California",115404,Northridge,1400000US06037115404,Sheltered_Population_2017_1400000US06037115404,01/01/2017 12:00:00 AM,"(34.2257645, -118.5412445)",76,305,1553,76,152,92,92,93,92,92
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1991.10, Los Angeles County, California",199110,Montecito Heights,1400000US06037199110,Sheltered_Population_2018_1400000US06037199110,01/01/2018 12:00:00 AM,"(34.0797765, -118.197148)",76,305,1908,76,154,175,168,171,170,170
Housing & Real Estate,Homelessness,Unsheltered Population,2018,4,"Census Tract 1897.01, Los Angeles County, California",189701,Hollywood Hills,1400000US06037189701,Unsheltered_Population_2018_1400000US06037189701,01/01/2018 12:00:00 AM,"(34.129416, -118.3366605)",76,305,975,76,106,229,230,228,228,228
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1892.02, Los Angeles County, California",189202,Los Feliz,1400000US06037189202,Sheltered_Population_2017_1400000US06037189202,01/01/2017 12:00:00 AM,"(34.111557, -118.295845)",76,305,973,76,140,228,229,224,221,221
Housing & Real Estate,Homelessness,Total Homeless Population,2018,9,"Census Tract 1953, Los Angeles County, California",195300,Los Feliz,1400000US06037195300,Total_Homeless_Population_2018_1400000US06037195300,01/01/2018 12:00:00 AM,"(34.098795, -118.285197)",76,305,59,76,140,228,229,224,221,221
Housing & Real Estate,Homelessness,Unsheltered Population,2017,32,"Census Tract 1343.03, Los Angeles County, California",134303,West Hills,1400000US06037134303,Unsheltered_Population_2017_1400000US06037134303,01/01/2017 12:00:00 AM,"(34.2027615, -118.614672)",76,305,1556,76,256,247,246,248,248,248
Housing & Real Estate,Homelessness,Unsheltered Population,2017,23,"Census Tract 1436.04, Los Angeles County, California",143604,Studio City,1400000US06037143604,Unsheltered_Population_2017_1400000US06037143604,01/01/2017 12:00:00 AM,"(34.1406405, -118.369959)",76,305,1590,76,222,132,128,131,129,129
Housing & Real Estate,Homelessness,Total Homeless Population,2018,22,"Census Tract 1313, Los Angeles County, California",131300,Reseda,1400000US06037131300,Total_Homeless_Population_2018_1400000US06037131300,01/01/2018 12:00:00 AM,"(34.2146895, -118.5229705)",76,305,1542,76,186,172,179,30,180,180
Housing & Real Estate,Homelessness,Unsheltered Population,2017,5,"Census Tract 1836.20, Los Angeles County, California",183620,Highland Park,1400000US06037183620,Unsheltered_Population_2017_1400000US06037183620,01/01/2017 12:00:00 AM,"(34.1147205, -118.189487)",76,305,419,76,105,120,118,121,118,118
Housing & Real Estate,Homelessness,Total Homeless Population,2017,42,"Census Tract 1231.03, Los Angeles County, California",123103,North Hollywood,1400000US06037123103,Total_Homeless_Population_2017_1400000US06037123103,01/01/2017 12:00:00 AM,"(34.1906295, -118.365029)",76,305,298,76,160,114,112,115,114,112
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1392, Los Angeles County, California",139200,Encino,1400000US06037139200,Sheltered_Population_2018_1400000US06037139200,01/01/2018 12:00:00 AM,"(34.175666, -118.5246645)",76,305,390,76,79,266,267,266,266,266
Housing & Real Estate,Homelessness,Total Homeless Population,2018,34,"Census Tract 1241.05, Los Angeles County, California",124105,North Hollywood,1400000US06037124105,Total_Homeless_Population_2018_1400000US06037124105,01/01/2018 12:00:00 AM,"(34.181229, -118.383405)",76,305,534,76,160,114,112,115,114,112
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1917.20, Los Angeles County, California",191720,Hollywood,1400000US06037191720,Sheltered_Population_2018_1400000US06037191720,01/01/2018 12:00:00 AM,"(34.0887225, -118.3124455)",76,305,57,76,108,239,240,239,239,239
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1833, Los Angeles County, California",183300,Highland Park,1400000US06037183300,Sheltered_Population_2018_1400000US06037183300,01/01/2018 12:00:00 AM,"(34.1213215, -118.2009575)",76,305,528,76,105,120,118,121,118,118
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1331, Los Angeles County, California",133100,Tarzana,1400000US06037133100,Sheltered_Population_2017_1400000US06037133100,01/01/2017 12:00:00 AM,"(34.185206, -118.5447525)",76,305,753,76,225,49,49,50,49,49
Housing & Real Estate,Homelessness,Unsheltered Population,2017,13,"Census Tract 2014.01, Los Angeles County, California",201401,El Sereno,1400000US06037201401,Unsheltered_Population_2017_1400000US06037201401,01/01/2017 12:00:00 AM,"(34.0809785, -118.18591)",76,305,1864,76,75,150,149,152,153,153
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1132.12, Los Angeles County, California",113212,Chatsworth,1400000US06037113212,Sheltered_Population_2017_1400000US06037113212,01/01/2017 12:00:00 AM,"(34.2608605, -118.6035245)",76,305,215,76,45,168,162,165,164,164
Housing & Real Estate,Homelessness,Unsheltered Population,2017,17,"Census Tract 1915, Los Angeles County, California",191500,East Hollywood,1400000US06037191500,Unsheltered_Population_2017_1400000US06037191500,01/01/2017 12:00:00 AM,"(34.0872185, -118.296096)",76,305,1321,76,67,234,219,233,233,233
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1216, Los Angeles County, California",121600,Sun Valley,1400000US06037121600,Sheltered_Population_2018_1400000US06037121600,01/01/2018 12:00:00 AM,"(34.211448, -118.409348)",76,305,2220,76,198,206,204,202,202,202
Housing & Real Estate,Homelessness,Unsheltered Population,2018,51,"Census Tract 1919.01, Los Angeles County, California",191901,Hollywood,1400000US06037191901,Unsheltered_Population_2018_1400000US06037191901,01/01/2018 12:00:00 AM,"(34.0907325, -118.3386055)",76,305,1018,76,108,239,240,239,239,239
Housing & Real Estate,Homelessness,Total Homeless Population,2018,9,"Census Tract 1242.04, Los Angeles County, California",124204,North Hollywood,1400000US06037124204,Total_Homeless_Population_2018_1400000US06037124204,01/01/2018 12:00:00 AM,"(34.1739735, -118.3746565)",76,305,1784,76,160,114,112,115,114,112
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1190.02, Los Angeles County, California",119002,Arleta,1400000US06037119002,Sheltered_Population_2018_1400000US06037119002,01/01/2018 12:00:00 AM,"(34.245902, -118.428032)",76,305,2218,76,10,161,172,164,162,162
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1193.20, Los Angeles County, California",119320,Panorama City,1400000US06037119320,Sheltered_Population_2017_1400000US06037119320,01/01/2017 12:00:00 AM,"(34.239058, -118.453982)",76,305,294,76,172,183,177,179,179,179
Housing & Real Estate,Homelessness,Unsheltered Population,2018,79,"Census Tract 1133.03, Los Angeles County, California",113303,Chatsworth,1400000US06037113303,Unsheltered_Population_2018_1400000US06037113303,01/01/2018 12:00:00 AM,"(34.2420235, -118.5801645)",76,305,1895,76,45,168,162,165,164,164
Housing & Real Estate,Homelessness,Unsheltered Population,2018,24,"Census Tract 1864.04, Los Angeles County, California",186404,Glassell Park,1400000US06037186404,Unsheltered_Population_2018_1400000US06037186404,01/01/2018 12:00:00 AM,"(34.1070285, -118.235004)",76,305,52,76,85,178,171,174,173,173
Housing & Real Estate,Homelessness,Unsheltered Population,2018,24,"Census Tract 1412.01, Los Angeles County, California",141201,Sherman Oaks,1400000US06037141201,Unsheltered_Population_2018_1400000US06037141201,01/01/2018 12:00:00 AM,"(34.1528925, -118.442632)",76,305,1136,76,206,264,264,264,264,264
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1894, Los Angeles County, California",189400,Hollywood Hills,1400000US06037189400,Sheltered_Population_2018_1400000US06037189400,01/01/2018 12:00:00 AM,"(34.120601, -118.3214985)",76,305,1319,76,106,229,230,228,228,228
Housing & Real Estate,Homelessness,Total Homeless Population,2018,114,"Census Tract 1907, Los Angeles County, California",190700,Hollywood,1400000US06037190700,Total_Homeless_Population_2018_1400000US06037190700,01/01/2018 12:00:00 AM,"(34.098, -118.332675)",76,305,503,76,108,239,240,239,239,239
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1154.01, Los Angeles County, California",115401,Northridge,1400000US06037115401,Sheltered_Population_2017_1400000US06037115401,01/01/2017 12:00:00 AM,"(34.2247565, -118.5149735)",76,305,1552,76,152,92,92,93,92,92
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 1173.03, Los Angeles County, California",117303,North Hills,1400000US06037117303,Unsheltered_Population_2018_1400000US06037117303,01/01/2018 12:00:00 AM,"(34.2281815, -118.4920695)",76,305,27,76,159,72,72,73,75,67
Housing & Real Estate,Homelessness,Total Homeless Population,2017,20,"Census Tract 1201.08, Los Angeles County, California",120108,Panorama City,1400000US06037120108,Total_Homeless_Population_2017_1400000US06037120108,01/01/2017 12:00:00 AM,"(34.231779, -118.4563995)",76,305,2219,76,172,183,177,179,179,179
Housing & Real Estate,Homelessness,Unsheltered Population,2018,18,"Census Tract 1347.10, Los Angeles County, California",134710,Winnetka,1400000US06037134710,Unsheltered_Population_2018_1400000US06037134710,01/01/2018 12:00:00 AM,"(34.204629, -118.579151)",76,305,1307,76,271,222,222,218,216,216
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1211.02, Los Angeles County, California",121102,Sun Valley,1400000US06037121102,Sheltered_Population_2017_1400000US06037121102,01/01/2017 12:00:00 AM,"(34.2403885, -118.3845615)",76,305,1899,76,198,206,204,202,202,202
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1990, Los Angeles County, California",199000,Lincoln Heights,1400000US06037199000,Sheltered_Population_2018_1400000US06037199000,01/01/2018 12:00:00 AM,"(34.081284, -118.21934)",76,305,2317,76,134,122,120,122,120,120
Housing & Real Estate,Homelessness,Total Homeless Population,2018,54,"Census Tract 1810, Los Angeles County, California",181000,Eagle Rock,1400000US06037181000,Total_Homeless_Population_2018_1400000US06037181000,01/01/2018 12:00:00 AM,"(34.1439045, -118.204552)",76,305,1315,76,65,154,154,157,149,149
Housing & Real Estate,Homelessness,Total Homeless Population,2018,8,"Census Tract 1837.02, Los Angeles County, California",183702,Montecito Heights,1400000US06037183702,Total_Homeless_Population_2018_1400000US06037183702,01/01/2018 12:00:00 AM,"(34.1047815, -118.184373)",76,305,539,76,154,175,168,171,170,170
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1816, Los Angeles County, California",181600,Eagle Rock,1400000US06037181600,Sheltered_Population_2017_1400000US06037181600,01/01/2017 12:00:00 AM,"(34.1295685, -118.210156)",76,305,1194,76,65,154,154,157,149,149
Housing & Real Estate,Homelessness,Total Homeless Population,2017,35,"Census Tract 1210.10, Los Angeles County, California",121010,Sun Valley,1400000US06037121010,Total_Homeless_Population_2017_1400000US06037121010,01/01/2017 12:00:00 AM,"(34.224559, -118.402591)",76,305,767,76,198,206,204,202,202,202
Housing & Real Estate,Homelessness,Total Homeless Population,2017,7,"Census Tract 1256, Los Angeles County, California",125600,Toluca Lake,1400000US06037125600,Total_Homeless_Population_2017_1400000US06037125600,01/01/2017 12:00:00 AM,"(34.1588915, -118.355607)",76,305,1633,76,227,216,205,215,223,223
Housing & Real Estate,Homelessness,Unsheltered Population,2018,3,"Census Tract 1393.02, Los Angeles County, California",139302,Tarzana,1400000US06037139302,Unsheltered_Population_2018_1400000US06037139302,01/01/2018 12:00:00 AM,"(34.1767015, -118.5383655)",76,305,391,76,225,49,49,50,49,49
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 1066.03, Los Angeles County, California",106603,Granada Hills,1400000US06037106603,Unsheltered_Population_2018_1400000US06037106603,01/01/2018 12:00:00 AM,"(34.3189225, -118.5218285)",76,305,1292,76,89,263,263,257,263,263
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1993, Los Angeles County, California",199300,Montecito Heights,1400000US06037199300,Sheltered_Population_2017_1400000US06037199300,01/01/2017 12:00:00 AM,"(34.0915875, -118.2007585)",76,305,1861,76,154,175,168,171,170,170
Housing & Real Estate,Homelessness,Unsheltered Population,2017,31,"Census Tract 1239.02, Los Angeles County, California",123902,North Hollywood,1400000US06037123902,Unsheltered_Population_2017_1400000US06037123902,01/01/2017 12:00:00 AM,"(34.176766, -118.3921365)",76,305,1586,76,160,114,112,115,114,112
Housing & Real Estate,Homelessness,Sheltered Population,2018,112,"Census Tract 1927, Los Angeles County, California",192700,East Hollywood,1400000US06037192700,Sheltered_Population_2018_1400000US06037192700,01/01/2018 12:00:00 AM,"(34.0799595, -118.2880545)",76,305,1646,76,67,234,219,233,233,233
Housing & Real Estate,Homelessness,Unsheltered Population,2018,2,"Census Tract 1341.04, Los Angeles County, California",134104,Winnetka,1400000US06037134104,Unsheltered_Population_2018_1400000US06037134104,01/01/2018 12:00:00 AM,"(34.211953, -118.575385)",76,305,42,76,271,222,222,218,216,216
Housing & Real Estate,Homelessness,Unsheltered Population,2018,5,"Census Tract 1093, Los Angeles County, California",109300,Granada Hills,1400000US06037109300,Unsheltered_Population_2018_1400000US06037109300,01/01/2018 12:00:00 AM,"(34.272521, -118.479515)",76,305,722,76,89,263,263,257,263,263
Housing & Real Estate,Homelessness,Total Homeless Population,2018,1,"Census Tract 1412.02, Los Angeles County, California",141202,Sherman Oaks,1400000US06037141202,Total_Homeless_Population_2018_1400000US06037141202,01/01/2018 12:00:00 AM,"(34.1470205, -118.4426355)",76,305,232,76,206,264,264,264,264,264
Housing & Real Estate,Homelessness,Sheltered Population,2018,1280,"Census Tract 1218.02, Los Angeles County, California",121802,Sun Valley,1400000US06037121802,Sheltered_Population_2018_1400000US06037121802,01/01/2018 12:00:00 AM,"(34.219592, -118.39214)",76,305,769,76,198,206,204,202,202,202
Housing & Real Estate,Homelessness,Total Homeless Population,2017,52,"Census Tract 1175.20, Los Angeles County, California",117520,North Hills,1400000US06037117520,Total_Homeless_Population_2017_1400000US06037117520,01/01/2017 12:00:00 AM,"(34.230017, -118.4631875)",76,305,293,76,159,72,72,73,75,67
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1345.22, Los Angeles County, California",134522,Canoga Park,1400000US06037134522,Sheltered_Population_2018_1400000US06037134522,01/01/2018 12:00:00 AM,"(34.2046535, -118.6016945)",76,305,360,76,35,73,223,225,225,225
Housing & Real Estate,Homelessness,Unsheltered Population,2018,6,"Census Tract 1312, Los Angeles County, California",131200,Lake Balboa,1400000US06037131200,Unsheltered_Population_2018_1400000US06037131200,01/01/2018 12:00:00 AM,"(34.2147545, -118.514238)",76,305,750,76,77,139,135,138,135,135
Housing & Real Estate,Homelessness,Total Homeless Population,2018,13,"Census Tract 1253.20, Los Angeles County, California",125320,North Hollywood,1400000US06037125320,Total_Homeless_Population_2018_1400000US06037125320,01/01/2018 12:00:00 AM,"(34.1667075, -118.3702555)",76,305,2285,76,160,114,112,115,114,112
Housing & Real Estate,Homelessness,Total Homeless Population,2017,5,"Census Tract 1151.01, Los Angeles County, California",115101,Northridge,1400000US06037115101,Total_Homeless_Population_2017_1400000US06037115101,01/01/2017 12:00:00 AM,"(34.239435, -118.5112365)",76,305,1550,76,152,92,92,93,92,92
Housing & Real Estate,Homelessness,Total Homeless Population,2017,12,"Census Tract 1349.05, Los Angeles County, California",134905,Woodland Hills,1400000US06037134905,Total_Homeless_Population_2017_1400000US06037134905,01/01/2017 12:00:00 AM,"(34.1829585, -118.584201)",76,305,1562,76,272,260,261,260,259,259
